%DataLog%
Filename: LONG_DRIVE_BMW_M3_S58.csv
Vehicle ID: BMW-M3-G80-S58
Logger: Bootmod3 v2.5.1
--------------------------------------------------
Timestamp [s],(RAM) Engine Speed [1/min],Accel. Pedal [%],Throttle Angle [%],Boost (Pre-Throttle) [psig],(RAM) Boost Pressure (Target) [psig],Lambda Act. [AFR],Mass Air Flow [g/s],Ignition Timing [deg],Ignition Timing Corr. Cyl 3 [deg],HPFP Act. [psig],LPFP Act. (Raw) [psig],WGDC (Actual) [%],Oil Temp [deg C],Coolant Temp [deg C],Vehicle Speed [mph],Gear [-],STFT [%],Battery Voltage [V] 
149.475,800.0,0.0,0.0,-7.0,24.5,14.7,6.44,30.6,0.0,1192.0,71.0,0.0,91.1,86.1,0.0,1,0.0,13.74
149.575,800.0,0.0,0.0,-7.0,24.5,14.7,3.92,30.6,0.0,1211.0,71.0,0.0,91.1,86.2,0.0,1,0.0,13.74
149.675,800.0,0.0,0.0,-7.0,24.5,14.7,5.81,30.6,0.0,1171.0,71.0,0.0,91.1,86.2,0.0,1,0.0,13.74
149.775,800.0,0.0,0.0,-7.0,24.5,14.7,5.79,30.6,0.0,1210.0,71.0,0.0,91.2,86.2,0.0,1,0.0,13.74
149.875,800.0,0.0,0.0,-7.0,24.5,14.7,3.53,30.6,0.0,1208.0,71.0,0.0,91.2,86.2,0.0,1,0.0,13.74
149.975,800.0,0.0,0.0,-7.0,24.5,14.7,5.15,30.6,0.0,1189.0,71.0,0.0,91.2,86.2,0.0,1,0.0,13.74
150.075,2000.0,100.0,100.0,24.5,24.5,11.8,76.26,5.4,-1.5,3822.0,71.0,70.0,91.2,86.2,0.4,1,29.0,13.74
150.175,2010.0,100.0,100.0,24.5,24.5,11.8,79.76,5.4,0.0,3907.0,71.0,70.0,91.3,86.3,0.8,1,29.0,13.74
150.275,2030.0,100.0,100.0,24.5,24.5,11.8,83.37,5.4,0.0,3906.0,71.0,70.0,91.3,86.3,1.2,1,29.0,13.74
150.375,2040.0,100.0,100.0,24.5,24.5,11.8,80.81,5.4,0.0,3951.0,71.0,70.0,91.3,86.3,1.6,1,29.0,13.74
150.475,2060.0,100.0,100.0,24.5,24.5,11.8,83.88,5.4,0.0,3946.0,71.0,70.0,91.4,86.3,2.0,1,29.0,13.74
150.575,2070.0,100.0,100.0,24.5,24.5,11.8,86.82,5.4,0.0,3883.0,71.0,70.0,91.4,86.3,2.4,1,29.0,13.74
150.675,2090.0,100.0,100.0,24.5,24.5,11.8,84.91,5.4,0.0,4009.0,71.0,70.0,91.4,86.4,2.8,1,29.0,13.74
150.775,2100.0,100.0,100.0,24.5,24.5,11.8,81.09,5.4,0.0,3909.0,71.0,70.0,91.4,86.4,3.2,1,29.0,13.74
150.875,2120.0,100.0,100.0,24.5,24.5,11.8,82.49,5.4,0.0,3874.0,71.0,70.0,91.5,86.4,3.6,1,29.0,13.74
150.975,2130.0,100.0,100.0,24.5,24.5,11.8,85.48,5.4,0.0,3978.0,71.0,70.0,91.5,86.4,4.0,1,29.0,13.74
151.076,2150.0,100.0,100.0,24.5,24.5,11.8,84.7,5.4,-1.5,3952.0,71.0,70.0,91.5,86.4,4.4,1,29.0,13.74
151.176,2160.0,100.0,100.0,24.5,24.5,11.8,82.37,5.4,0.0,3948.0,71.0,70.0,91.6,86.4,4.8,1,29.0,13.74
151.276,2180.0,100.0,100.0,24.5,24.5,11.8,89.99,5.4,0.0,3968.0,71.0,70.0,91.6,86.5,5.2,1,29.0,13.74
151.376,2190.0,100.0,100.0,24.5,24.5,11.8,86.06,5.4,0.0,3975.0,71.0,70.0,91.6,86.5,5.6,1,29.0,13.74
151.476,2210.0,100.0,100.0,24.5,24.5,11.8,87.08,5.4,0.0,3967.0,71.0,70.0,91.6,86.5,6.0,1,29.0,13.74
151.576,2220.0,100.0,100.0,24.5,24.5,11.8,87.68,5.4,0.0,3927.0,71.0,70.0,91.7,86.5,6.4,1,29.0,13.74
151.676,2240.0,100.0,100.0,24.5,24.5,11.8,82.47,5.4,0.0,3941.0,71.0,70.0,91.7,86.5,6.8,1,29.0,13.74
151.776,2250.0,100.0,100.0,24.5,24.5,11.8,89.5,5.4,0.0,4078.0,71.0,70.0,91.7,86.5,7.2,1,29.0,13.74
151.876,2270.0,100.0,100.0,24.5,24.5,11.8,88.61,5.4,0.0,3857.0,71.0,70.0,91.7,86.6,7.6,1,29.0,13.74
151.976,2280.0,100.0,100.0,24.5,24.5,11.8,91.31,5.4,0.0,3905.0,71.0,70.0,91.8,86.6,8.0,1,29.0,13.74
152.076,2300.0,100.0,100.0,24.5,24.5,11.8,88.5,5.4,-1.5,4005.0,71.0,70.0,91.8,86.6,8.4,1,29.0,13.74
152.176,2310.0,100.0,100.0,24.5,24.5,11.8,90.67,5.4,0.0,4006.0,71.0,70.0,91.8,86.6,8.8,1,29.0,13.74
152.276,2330.0,100.0,100.0,24.5,24.5,11.8,92.52,5.4,0.0,3898.0,71.0,70.0,91.9,86.6,9.2,1,29.0,13.74
152.376,2340.0,100.0,100.0,24.5,24.5,11.8,91.36,5.4,0.0,3886.0,71.0,70.0,91.9,86.7,9.6,1,29.0,13.74
152.476,2360.0,100.0,100.0,24.5,24.5,11.8,97.99,5.4,0.0,3952.0,71.0,70.0,91.9,86.7,10.0,1,29.0,13.74
152.576,2370.0,100.0,100.0,24.5,24.5,11.8,93.36,5.4,0.0,3996.0,71.0,70.0,91.9,86.7,10.4,1,29.0,13.74
152.676,2390.0,100.0,100.0,24.5,24.5,11.8,91.65,5.4,0.0,4062.0,71.0,70.0,92.0,86.7,10.8,1,29.0,13.74
152.776,2400.0,100.0,100.0,24.5,24.5,11.8,92.08,5.4,0.0,3910.0,71.0,70.0,92.0,86.7,11.2,1,29.0,13.74
152.876,2420.0,100.0,100.0,24.5,24.5,11.8,93.85,5.4,0.0,4010.0,71.0,70.0,92.0,86.7,11.6,1,29.0,13.74
152.976,2430.0,100.0,100.0,24.5,24.5,11.8,94.07,5.4,0.0,4060.0,71.0,70.0,92.0,86.8,12.0,1,29.0,13.74
153.077,2450.0,100.0,100.0,24.5,24.5,11.8,95.9,5.4,-1.5,3973.0,71.0,70.0,92.1,86.8,12.4,1,29.0,13.74
153.177,2460.0,100.0,100.0,24.5,24.5,11.8,93.97,5.4,0.0,4014.0,71.0,70.0,92.1,86.8,12.8,1,29.0,13.74
153.277,2480.0,100.0,100.0,24.5,24.5,11.8,95.59,5.4,0.0,4002.0,71.0,70.0,92.1,86.8,13.2,1,29.0,13.74
153.377,2490.0,100.0,100.0,24.5,24.5,11.8,103.91,5.4,0.0,3916.0,71.0,70.0,92.2,86.8,13.6,1,29.0,13.74
153.477,2510.0,100.0,100.0,24.5,24.5,11.8,97.36,5.4,0.0,4004.0,71.0,70.0,92.2,86.8,14.0,1,29.0,13.74
153.577,2520.0,100.0,100.0,24.5,24.5,11.8,97.26,5.4,0.0,4062.0,71.0,70.0,92.2,86.9,14.4,1,29.0,13.74
153.677,2540.0,100.0,100.0,24.5,24.5,11.8,98.71,5.4,0.0,3991.0,71.0,70.0,92.2,86.9,14.8,1,29.0,13.74
153.777,2550.0,100.0,100.0,24.5,24.5,11.8,101.0,5.4,0.0,3974.0,71.0,70.0,92.3,86.9,15.2,1,29.0,13.74
153.877,2570.0,100.0,100.0,24.5,24.5,11.8,102.29,5.4,0.0,3993.0,71.0,70.0,92.3,86.9,15.6,1,29.0,13.74
153.977,2580.0,100.0,100.0,24.5,24.5,11.8,103.84,5.4,0.0,4006.0,71.0,70.0,92.3,86.9,16.0,1,29.0,13.74
154.077,2600.0,100.0,100.0,24.5,24.5,11.8,102.26,5.4,-1.5,3933.0,71.0,70.0,92.4,87.0,16.4,1,29.0,13.74
154.177,2610.0,100.0,100.0,24.5,24.5,11.8,104.04,5.4,0.0,4041.0,71.0,70.0,92.4,87.0,16.8,1,29.0,13.74
154.277,2630.0,100.0,100.0,24.5,24.5,11.8,103.48,5.4,0.0,4032.0,71.0,70.0,92.4,87.0,17.2,1,29.0,13.74
154.377,2640.0,100.0,100.0,24.5,24.5,11.8,100.56,5.4,0.0,4128.0,71.0,70.0,92.4,87.0,17.6,1,29.0,13.74
154.477,2660.0,100.0,100.0,24.5,24.5,11.8,103.37,5.4,0.0,4075.0,71.0,70.0,92.5,87.0,18.0,1,29.0,13.74
154.577,2670.0,100.0,100.0,24.5,24.5,11.8,103.04,5.4,0.0,4051.0,71.0,70.0,92.5,87.0,18.4,1,29.0,13.74
154.677,2690.0,100.0,100.0,24.5,24.5,11.8,109.45,5.4,0.0,4000.0,71.0,70.0,92.5,87.1,18.8,1,29.0,13.74
154.777,2700.0,100.0,100.0,24.5,24.5,11.8,106.61,5.4,0.0,4018.0,71.0,70.0,92.5,87.1,19.2,1,29.0,13.74
154.877,2720.0,100.0,100.0,24.5,24.5,11.8,105.8,5.4,0.0,4069.0,71.0,70.0,92.6,87.1,19.6,1,29.0,13.74
154.977,2730.0,100.0,100.0,24.5,24.5,11.8,107.51,5.4,0.0,3991.0,71.0,70.0,92.6,87.1,20.0,1,29.0,13.74
155.078,2750.0,100.0,100.0,24.5,24.5,11.8,107.09,5.4,-1.5,4066.0,71.0,70.0,92.6,87.1,20.4,1,29.0,13.74
155.178,2760.0,100.0,100.0,24.5,24.5,11.8,107.81,5.4,0.0,4081.0,71.0,70.0,92.7,87.1,20.8,1,29.0,13.74
155.278,2780.0,100.0,100.0,24.5,24.5,11.8,108.79,5.4,0.0,4098.0,71.0,70.0,92.7,87.2,21.2,1,29.0,13.74
155.378,2790.0,100.0,100.0,24.5,24.5,11.8,109.91,5.4,0.0,4061.0,71.0,70.0,92.7,87.2,21.6,1,29.0,13.74
155.478,2810.0,100.0,100.0,24.5,24.5,11.8,107.92,5.4,0.0,4074.0,71.0,70.0,92.7,87.2,22.0,1,29.0,13.74
155.578,2820.0,100.0,100.0,24.5,24.5,11.8,107.23,5.4,0.0,3981.0,71.0,70.0,92.8,87.2,22.4,1,29.0,13.74
155.678,2840.0,100.0,100.0,24.5,24.5,11.8,108.96,5.4,0.0,4117.0,71.0,70.0,92.8,87.2,22.8,1,29.0,13.74
155.778,2850.0,100.0,100.0,24.5,24.5,11.8,116.86,5.4,0.0,4030.0,71.0,70.0,92.8,87.2,23.2,1,29.0,13.74
155.878,2870.0,100.0,100.0,24.5,24.5,11.8,113.51,5.4,0.0,4106.0,71.0,70.0,92.8,87.3,23.6,1,29.0,13.74
155.978,2880.0,100.0,100.0,24.5,24.5,11.8,112.18,5.4,0.0,4018.0,71.0,70.0,92.9,87.3,24.0,1,29.0,13.74
156.078,2900.0,100.0,100.0,24.5,24.5,11.8,114.92,5.4,-1.5,4089.0,71.0,70.0,92.9,87.3,24.4,1,29.0,13.74
156.178,2910.0,100.0,100.0,24.5,24.5,11.8,114.48,5.4,0.0,4037.0,71.0,70.0,92.9,87.3,24.8,1,29.0,13.74
156.278,2930.0,100.0,100.0,24.5,24.5,11.8,112.3,5.4,0.0,4113.0,71.0,70.0,93.0,87.3,25.2,1,29.0,13.74
156.378,2940.0,100.0,100.0,24.5,24.5,11.8,115.64,5.4,0.0,4001.0,71.0,70.0,93.0,87.4,25.6,1,29.0,13.74
156.478,2960.0,100.0,100.0,24.5,24.5,11.8,114.47,5.4,0.0,4080.0,71.0,70.0,93.0,87.4,26.0,1,29.0,13.74
156.578,2970.0,100.0,100.0,24.5,24.5,11.8,114.39,5.4,0.0,4069.0,71.0,70.0,93.0,87.4,26.4,1,29.0,13.74
156.678,2990.0,100.0,100.0,24.5,24.5,11.8,116.46,5.4,0.0,4098.0,71.0,70.0,93.1,87.4,26.8,1,29.0,13.74
156.778,3000.0,100.0,100.0,24.5,24.5,11.8,118.05,5.4,0.0,3996.0,71.0,70.0,93.1,87.4,27.2,1,29.0,13.74
156.878,3020.0,100.0,100.0,24.5,24.5,11.8,120.92,5.4,0.0,4210.0,71.0,70.0,93.1,87.4,27.6,1,29.0,13.74
156.978,3030.0,100.0,100.0,24.5,24.5,11.8,120.33,5.4,0.0,4040.0,71.0,70.0,93.1,87.5,28.0,1,29.0,13.74
157.079,3050.0,100.0,100.0,24.5,24.5,11.8,118.93,5.4,-1.5,4078.0,71.0,70.0,93.2,87.5,28.4,1,29.0,13.74
157.179,3060.0,100.0,100.0,24.5,24.5,11.8,120.95,5.4,0.0,4237.0,71.0,70.0,93.2,87.5,28.8,1,29.0,13.74
157.279,3080.0,100.0,100.0,24.5,24.5,11.8,121.84,5.4,0.0,4017.0,71.0,70.0,93.2,87.5,29.2,1,29.0,13.74
157.379,3090.0,100.0,100.0,24.5,24.5,11.8,120.69,5.4,0.0,4164.0,71.0,70.0,93.3,87.5,29.6,1,29.0,13.74
157.479,3110.0,100.0,100.0,24.5,24.5,11.8,121.94,5.4,0.0,4095.0,71.0,70.0,93.3,87.5,30.0,1,29.0,13.74
157.579,3120.0,100.0,100.0,24.5,24.5,11.8,120.91,5.4,0.0,4184.0,71.0,70.0,93.3,87.6,30.4,1,29.0,13.74
157.679,3140.0,100.0,100.0,24.5,24.5,11.8,124.81,5.4,0.0,4140.0,71.0,70.0,93.3,87.6,30.8,1,29.0,13.74
157.779,3150.0,100.0,100.0,24.5,24.5,11.8,124.94,5.4,0.0,4195.0,71.0,70.0,93.4,87.6,31.2,1,29.0,13.74
157.879,3170.0,100.0,100.0,24.5,24.5,11.8,126.26,5.4,0.0,4179.0,71.0,70.0,93.4,87.6,31.6,1,29.0,13.74
157.979,3180.0,100.0,100.0,24.5,24.5,11.8,122.67,5.4,0.0,4164.0,71.0,70.0,93.4,87.6,32.0,1,29.0,13.74
158.079,3200.0,100.0,100.0,24.5,24.5,11.8,123.78,5.4,-1.5,4186.0,71.0,70.0,93.4,87.6,32.4,1,29.0,13.74
158.179,3210.0,100.0,100.0,24.5,24.5,11.8,124.5,5.4,0.0,4217.0,71.0,70.0,93.5,87.7,32.8,1,29.0,13.74
158.279,3230.0,100.0,100.0,24.5,24.5,11.8,126.52,5.4,0.0,4072.0,71.0,70.0,93.5,87.7,33.2,1,29.0,13.74
158.379,3240.0,100.0,100.0,24.5,24.5,11.8,127.41,5.4,0.0,4143.0,71.0,70.0,93.5,87.7,33.6,1,29.0,13.74
158.479,3260.0,100.0,100.0,24.5,24.5,11.8,130.44,5.4,0.0,4147.0,71.0,70.0,93.6,87.7,34.0,1,29.0,13.74
158.579,3270.0,100.0,100.0,24.5,24.5,11.8,131.4,5.4,0.0,4142.0,71.0,70.0,93.6,87.7,34.4,1,29.0,13.74
158.679,3290.0,100.0,100.0,24.5,24.5,11.8,131.75,5.4,0.0,4243.0,71.0,70.0,93.6,87.8,34.8,1,29.0,13.74
158.779,3300.0,100.0,100.0,24.5,24.5,11.8,126.62,5.4,0.0,4227.0,71.0,70.0,93.6,87.8,35.2,1,29.0,13.74
158.879,3320.0,100.0,100.0,24.5,24.5,11.8,128.08,5.4,0.0,4159.0,71.0,70.0,93.7,87.8,35.6,1,29.0,13.74
158.979,3330.0,100.0,100.0,24.5,24.5,11.8,135.86,5.4,0.0,4166.0,71.0,70.0,93.7,87.8,36.0,1,29.0,13.74
159.08,3350.0,100.0,100.0,24.5,24.5,11.8,132.22,5.4,-1.5,4159.0,71.0,70.0,93.7,87.8,36.4,1,29.0,13.74
159.18,3360.0,100.0,100.0,24.5,24.5,11.8,135.32,5.4,0.0,4220.0,71.0,70.0,93.8,87.8,36.8,1,29.0,13.74
159.28,3380.0,100.0,100.0,24.5,24.5,11.8,130.08,5.4,0.0,4203.0,71.0,70.0,93.8,87.9,37.2,1,29.0,13.74
159.38,3390.0,100.0,100.0,24.5,24.5,11.8,132.89,5.4,0.0,4160.0,71.0,70.0,93.8,87.9,37.6,1,29.0,13.74
159.48,3410.0,100.0,100.0,24.5,24.5,11.8,133.48,5.4,0.0,4155.0,71.0,70.0,93.8,87.9,38.0,1,29.0,13.74
159.58,3420.0,100.0,100.0,24.5,24.5,11.8,133.47,5.4,0.0,4204.0,71.0,70.0,93.9,87.9,38.4,1,29.0,13.74
159.68,3440.0,100.0,100.0,24.5,24.5,11.8,140.28,5.4,0.0,4230.0,71.0,70.0,93.9,87.9,38.8,1,29.0,13.74
159.78,3450.0,100.0,100.0,24.5,24.5,11.8,138.28,5.4,0.0,4258.0,71.0,70.0,93.9,87.9,39.2,1,29.0,13.74
159.88,3470.0,100.0,100.0,24.5,24.5,11.8,139.76,5.4,0.0,4096.0,71.0,70.0,93.9,88.0,39.6,1,29.0,13.74
159.98,3480.0,100.0,100.0,24.5,24.5,11.8,136.41,5.4,0.0,4197.0,71.0,70.0,94.0,88.0,40.0,1,29.0,13.74
160.08,3500.0,100.0,100.0,24.5,24.5,11.8,135.18,5.4,-1.5,4099.0,71.0,70.0,94.0,88.0,40.4,1,29.0,13.74
160.18,3510.0,100.0,100.0,24.5,24.5,11.8,137.25,5.4,0.0,4181.0,71.0,70.0,94.0,88.0,40.8,1,29.0,13.74
160.28,3530.0,100.0,100.0,24.5,24.5,11.8,137.39,5.4,0.0,4306.0,71.0,70.0,94.1,88.0,41.2,1,29.0,13.74
160.38,3540.0,100.0,100.0,24.5,24.5,11.8,140.97,5.4,0.0,4225.0,71.0,70.0,94.1,88.1,41.6,1,29.0,13.74
160.48,3560.0,100.0,100.0,24.5,24.5,11.8,137.39,5.4,0.0,4209.0,71.0,70.0,94.1,88.1,42.0,1,29.0,13.74
160.58,3570.0,100.0,100.0,24.5,24.5,11.8,141.65,5.4,0.0,4231.0,71.0,70.0,94.1,88.1,42.4,1,29.0,13.74
160.68,3590.0,100.0,100.0,24.5,24.5,11.8,143.05,5.4,0.0,4146.0,71.0,70.0,94.2,88.1,42.8,1,29.0,13.74
160.78,3600.0,100.0,100.0,24.5,24.5,11.8,143.98,5.4,0.0,4184.0,71.0,70.0,94.2,88.1,43.2,1,29.0,13.74
160.88,3620.0,100.0,100.0,24.5,24.5,11.8,145.01,5.4,0.0,4245.0,71.0,70.0,94.2,88.1,43.6,1,29.0,13.74
160.98,3630.0,100.0,100.0,24.5,24.5,11.8,141.31,5.4,0.0,4310.0,71.0,70.0,94.2,88.2,44.0,1,29.0,13.74
161.081,3650.0,100.0,100.0,24.5,24.5,11.8,142.92,5.4,-1.5,4162.0,71.0,70.0,94.3,88.2,44.4,1,29.0,13.74
161.181,3660.0,100.0,100.0,24.5,24.5,11.8,146.91,5.4,0.0,4270.0,71.0,70.0,94.3,88.2,44.8,1,29.0,13.74
161.281,3680.0,100.0,100.0,24.5,24.5,11.8,143.15,5.4,0.0,4258.0,71.0,70.0,94.3,88.2,45.2,1,29.0,13.74
161.381,3690.0,100.0,100.0,24.5,24.5,11.8,144.07,5.4,0.0,4258.0,71.0,70.0,94.4,88.2,45.6,1,29.0,13.74
161.481,3710.0,100.0,100.0,24.5,24.5,11.8,146.06,5.4,0.0,4245.0,71.0,70.0,94.4,88.2,46.0,1,29.0,13.74
161.581,3720.0,100.0,100.0,24.5,24.5,11.8,148.02,5.4,0.0,4285.0,71.0,70.0,94.4,88.3,46.4,1,29.0,13.74
161.681,3740.0,100.0,100.0,24.5,24.5,11.8,145.73,5.4,0.0,4260.0,71.0,70.0,94.4,88.3,46.8,1,29.0,13.74
161.781,3750.0,100.0,100.0,24.5,24.5,11.8,148.01,5.4,0.0,4223.0,71.0,70.0,94.5,88.3,47.2,1,29.0,13.74
161.881,3770.0,100.0,100.0,24.5,24.5,11.8,150.67,5.4,0.0,4330.0,71.0,70.0,94.5,88.3,47.6,1,29.0,13.74
161.981,3780.0,100.0,100.0,24.5,24.5,11.8,151.08,5.4,0.0,4269.0,71.0,70.0,94.5,88.3,48.0,1,29.0,13.74
162.081,3800.0,100.0,100.0,24.5,24.5,11.8,145.38,5.4,-1.5,4310.0,71.0,70.0,94.6,88.4,48.4,1,29.0,13.74
162.181,3810.0,100.0,100.0,24.5,24.5,11.8,151.24,5.4,0.0,4227.0,71.0,70.0,94.6,88.4,48.8,1,29.0,13.74
162.281,3830.0,100.0,100.0,24.5,24.5,11.8,151.3,5.4,0.0,4226.0,71.0,70.0,94.6,88.4,49.2,1,29.0,13.74
162.381,3840.0,100.0,100.0,24.5,24.5,11.8,150.33,5.4,0.0,4298.0,71.0,70.0,94.6,88.4,49.6,1,29.0,13.74
162.481,3860.0,100.0,100.0,24.5,24.5,11.8,148.09,5.4,0.0,4219.0,71.0,70.0,94.7,88.4,50.0,1,29.0,13.74
162.581,3870.0,100.0,100.0,24.5,24.5,11.8,153.19,5.4,0.0,4239.0,71.0,70.0,94.7,88.4,50.4,1,29.0,13.74
162.681,3890.0,100.0,100.0,24.5,24.5,11.8,154.33,5.4,0.0,4245.0,71.0,70.0,94.7,88.5,50.8,1,29.0,13.74
162.781,3900.0,100.0,100.0,24.5,24.5,11.8,153.93,5.4,0.0,4319.0,71.0,70.0,94.7,88.5,51.2,1,29.0,13.74
162.881,3920.0,100.0,100.0,24.5,24.5,11.8,152.68,5.4,0.0,4304.0,71.0,70.0,94.8,88.5,51.6,1,29.0,13.74
162.981,3930.0,100.0,100.0,24.5,24.5,11.8,154.54,5.4,0.0,4294.0,71.0,70.0,94.8,88.5,52.0,1,29.0,13.74
163.082,3950.0,100.0,100.0,24.5,24.5,11.8,154.55,5.4,-1.5,4266.0,71.0,70.0,94.8,88.5,52.4,1,29.0,13.74
163.182,3960.0,100.0,100.0,24.5,24.5,11.8,154.12,5.4,0.0,4287.0,71.0,70.0,94.9,88.5,52.8,1,29.0,13.74
163.282,3980.0,100.0,100.0,24.5,24.5,11.8,159.15,5.4,0.0,4250.0,71.0,70.0,94.9,88.6,53.2,1,29.0,13.74
163.382,3990.0,100.0,100.0,24.5,24.5,11.8,156.08,5.4,0.0,4268.0,71.0,70.0,94.9,88.6,53.6,1,29.0,13.74
163.482,4010.0,100.0,100.0,24.5,24.5,11.8,156.87,5.4,0.0,4269.0,71.0,70.0,94.9,88.6,54.0,1,29.0,13.74
163.582,4020.0,100.0,100.0,24.5,24.5,11.8,159.07,5.4,0.0,4328.0,71.0,70.0,95.0,88.6,54.4,1,29.0,13.74
163.682,4040.0,100.0,100.0,24.5,24.5,11.8,158.54,5.4,0.0,4300.0,71.0,70.0,95.0,88.6,54.8,1,29.0,13.74
163.782,4050.0,100.0,100.0,24.5,24.5,11.8,159.26,5.4,0.0,4317.0,71.0,70.0,95.0,88.6,55.2,1,29.0,13.74
163.882,4070.0,100.0,100.0,24.5,24.5,11.8,158.4,5.4,0.0,4340.0,71.0,70.0,95.0,88.7,55.6,1,29.0,13.74
163.982,4080.0,100.0,100.0,24.5,24.5,11.8,159.51,5.4,0.0,4372.0,71.0,70.0,95.1,88.7,56.0,1,29.0,13.74
164.082,4100.0,100.0,100.0,24.5,24.5,11.8,163.44,5.4,-1.5,4266.0,71.0,70.0,95.1,88.7,56.4,1,29.0,13.74
164.182,4110.0,100.0,100.0,24.5,24.5,11.8,160.19,5.4,0.0,4346.0,71.0,70.0,95.1,88.7,56.8,1,29.0,13.74
164.282,4130.0,100.0,100.0,24.5,24.5,11.8,163.87,5.4,0.0,4330.0,71.0,70.0,95.2,88.7,57.2,1,29.0,13.74
164.382,4140.0,100.0,100.0,24.5,24.5,11.8,162.74,5.4,0.0,4329.0,71.0,70.0,95.2,88.8,57.6,1,29.0,13.74
164.482,4160.0,100.0,100.0,24.5,24.5,11.8,163.68,5.4,0.0,4284.0,71.0,70.0,95.2,88.8,58.0,1,29.0,13.74
164.582,4170.0,100.0,100.0,24.5,24.5,11.8,162.81,5.4,0.0,4333.0,71.0,70.0,95.2,88.8,58.4,1,29.0,13.74
164.682,4190.0,100.0,100.0,24.5,24.5,11.8,165.79,5.4,0.0,4394.0,71.0,70.0,95.3,88.8,58.8,1,29.0,13.74
164.782,4200.0,100.0,100.0,24.5,24.5,11.8,165.63,5.4,0.0,4324.0,71.0,70.0,95.3,88.8,59.2,1,29.0,13.74
164.882,4220.0,100.0,100.0,24.5,24.5,11.8,165.66,5.4,0.0,4355.0,71.0,70.0,95.3,88.8,59.6,1,29.0,13.74
164.982,4230.0,100.0,100.0,24.5,24.5,11.8,169.09,5.4,0.0,4389.0,71.0,70.0,95.3,88.9,60.0,1,29.0,13.74
165.083,4250.0,100.0,100.0,24.5,24.5,11.8,167.21,5.4,-1.5,4322.0,71.0,70.0,95.4,88.9,60.4,1,29.0,13.74
165.183,4260.0,100.0,100.0,24.5,24.5,11.8,169.43,5.4,0.0,4345.0,71.0,70.0,95.4,88.9,60.8,1,29.0,13.74
165.283,4280.0,100.0,100.0,24.5,24.5,11.8,166.18,5.4,0.0,4258.0,71.0,70.0,95.4,88.9,61.2,1,29.0,13.74
165.383,4290.0,100.0,100.0,24.5,24.5,11.8,168.68,5.4,0.0,4231.0,71.0,70.0,95.5,88.9,61.6,1,29.0,13.74
165.483,4310.0,100.0,100.0,24.5,24.5,11.8,167.05,5.4,0.0,4217.0,71.0,70.0,95.5,88.9,62.0,1,29.0,13.74
165.583,4320.0,100.0,100.0,24.5,24.5,11.8,166.91,5.4,0.0,4324.0,71.0,70.0,95.5,89.0,62.4,1,29.0,13.74
165.683,4340.0,100.0,100.0,24.5,24.5,11.8,172.43,5.4,0.0,4355.0,71.0,70.0,95.5,89.0,62.8,1,29.0,13.74
165.783,4350.0,100.0,100.0,24.5,24.5,11.8,168.35,5.4,0.0,4447.0,71.0,70.0,95.6,89.0,63.2,1,29.0,13.74
165.883,4370.0,100.0,100.0,24.5,24.5,11.8,169.29,5.4,0.0,4348.0,71.0,70.0,95.6,89.0,63.6,1,29.0,13.74
165.983,4380.0,100.0,100.0,24.5,24.5,11.8,170.95,5.4,0.0,4402.0,71.0,70.0,95.6,89.0,64.0,1,29.0,13.74
166.083,4400.0,100.0,100.0,24.5,24.5,11.8,172.24,5.4,-1.5,4361.0,71.0,70.0,95.6,89.0,64.4,1,29.0,13.74
166.183,4410.0,100.0,100.0,24.5,24.5,11.8,172.65,5.4,0.0,4373.0,71.0,70.0,95.7,89.1,64.8,1,29.0,13.74
166.283,4430.0,100.0,100.0,24.5,24.5,11.8,171.82,5.4,0.0,4404.0,71.0,70.0,95.7,89.1,65.2,1,29.0,13.74
166.383,4440.0,100.0,100.0,24.5,24.5,11.8,174.66,5.4,0.0,4370.0,71.0,70.0,95.7,89.1,65.6,1,29.0,13.74
166.483,4460.0,100.0,100.0,24.5,24.5,11.8,172.36,5.4,0.0,4404.0,71.0,70.0,95.8,89.1,66.0,1,29.0,13.74
166.583,4470.0,100.0,100.0,24.5,24.5,11.8,177.35,5.4,0.0,4396.0,71.0,70.0,95.8,89.1,66.4,1,29.0,13.74
166.683,4490.0,100.0,100.0,24.5,24.5,11.8,172.54,5.4,0.0,4408.0,71.0,70.0,95.8,89.2,66.8,1,29.0,13.74
166.783,4500.0,100.0,100.0,24.5,24.5,11.8,177.34,5.4,0.0,4358.0,71.0,70.0,95.8,89.2,67.2,1,29.0,13.74
166.883,4520.0,100.0,100.0,24.5,24.5,11.8,177.97,5.4,0.0,4432.0,71.0,70.0,95.9,89.2,67.6,1,29.0,13.74
166.983,4530.0,100.0,100.0,24.5,24.5,11.8,175.49,5.4,0.0,4467.0,71.0,70.0,95.9,89.2,68.0,1,29.0,13.74
167.084,4550.0,100.0,100.0,24.5,24.5,11.8,184.26,5.4,-1.5,4408.0,71.0,70.0,95.9,89.2,68.4,1,29.0,13.74
167.184,4560.0,100.0,100.0,24.5,24.5,11.8,178.88,5.4,0.0,4430.0,71.0,70.0,96.0,89.2,68.8,1,29.0,13.74
167.284,4580.0,100.0,100.0,24.5,24.5,11.8,177.59,5.4,0.0,4385.0,71.0,70.0,96.0,89.3,69.2,1,29.0,13.74
